 Blood Bank Name, State, District, City, Address,Pincode, Contact No, Email, Latitude, Longitude
Kalyan Dombivali Municipal Corporation Sponsored Nandakishore Education Society Arpan Blood Bank,Maharashtra,THANE,Thane,"2nd Floor, Bai Rukhminibal Hospital, Kalyan (W) ",421301,0251 3266322,,19.244366,73.122511
Smt. Devkaabai Kalyanji Chheda Amrutvahini Blood Bank,Maharashtra,THANE,Thane,"Ashirwad Apartment, 2nd Floor,  Dshsnu (E), Thane ",,"02528 220478, 02528 220614",,19.208377,72.847668
Sanjeevan Blood Bank ,Maharashtra,THANE,Thane,"1st Floor, Indravati Hospital, Sector-3, Airoli, Navi Mumbai ",400705,"022 27790286, 022 27790287, 022 27794582",,19.156842,72.997815
Vijayee Blood Bank,Maharashtra,THANE,Thane,"Andrandes Bhavan 1st Floor, Plot No. 2, Sr. No 277-A, Behind Papdi Telephone Exchange, Near Sai Services,  Vasai (W) ",401202,"0250 2321050, 0250 6450250",,19.358711,72.811841
Mira Bhayandar Municipal Corporation Rajeev Gandhi Blood Bank,Maharashtra,THANE,Thane,"C.S No.30/32 Poonam Sagar Complex, Near Allahabad Bank Mira Road (E), Thane",401107,022 64510666,,19.274233,72.861175
"Maharashtra Blood Bank, Component and Apheresis Centre",Maharashtra,THANE,Thane,"C- Wing, 107/207, Kuldeep Arcade, Near Navli Railway Phatak, Station Road, Palghar (W), Thane ",401404,"02525 251102, 02525 253102",,19.692902,72.772639
Chidanand Charitable Trust Dombivali Blood Bank,Maharashtra,THANE,Thane,"Siddhi Hospital, Bajiprabhu Chowk, Dombivali (East) ",421201,0251 284393,,19.212614,73.088869
Seva Blood Bank,Maharashtra,THANE,Thane,"Pushpadev Apartment, Basement, Opposite to Manav Kalyan Kendra, Near Sarvesh Hall, Dombivali ",421201,0251 2442283,,19.215715,73.091599
Chhatrapati Shivaji Maharaj Hospital Blood Bank,Maharashtra,THANE,Thane,"Thane Belapur Road, Kalwa, Thane",400605,"022 25347784, 022 25347785, 022 25347786,  022 25372777, 022 25347791",,19.1922569,72.986723
Navi Mumbai Municipal Corporation Blood Bank,Maharashtra,THANE,Thane,"General Hospital Vashi, Near Saint Mary Church, Sector-10, Vashi, Navi Mumbai",400705,"022 27888750, 022 27899906",,19.082788,72.996027
Lokmanya TSSIA Blood Bank Thane,Maharashtra,THANE,Thane,"Tssia House, Road No. P 26/T, Road-16, Next to Thane Janata Sahakari Bank, Behind the Petrol Pump, Wagle Estate, Thane (W)",400604,,sunilmundhe7@gmail.com,19.191526,72.95169
M/s. Sadgurus Charitable Blood Bank,Maharashtra,THANE,Thane,Thane,,,,,
M/s. Triumph Foundations Triumph Blood Bank,Maharashtra,THANE,Thane,Thane,,,,,
Terna Blood Bank ,Maharashtra,THANE,Thane,Thane,,,,,
"District - Civil Surgeon, General Hospital Blood Bank Wardha",Maharashtra,WARDHA,Wardha,"New Building, OPD 1st Floor General Hospital, Dr. Ambedkar Road, Near Jilha Parisad, Wardha",442001,"07152 245249, 07152 250624",cswardha@rediffmail.com,20.737833,78.603162
Kasturba Health Society Blood Bank,Maharashtra,WARDHA,Wardha,"Sevagram, Department of Pathology, MGIMS and Kasturba Hospital,  Sevagram, Wardha",442102,"07152 284108, 07152 284333",bloodbank@mgims.ac.in,20.739287,78.660927
Jawaharlal Nehru Medical College Blood Bank,Maharashtra,WARDHA,Wardha,"Savangi (Meghe), Paloti Road, Wardha",442004,"07152 287877, 07152 287701, 07152 287706, 07152 287714, 07152 287711",jnmcbloodbank@rediffmail.com,20.715824,78.575564
"Civil Surgeon, General Hospital Blood Bank Washim",Maharashtra,WASHIM,Washim,"General Hospital Blood Bank, Near Akola Naka,  Washim ",444505,"07252 233066, 07252 233379",bb328@rediffmail.com,20.12259,77.127893
Sau Kantadevi Dale Blood Bank,Maharashtra,WASHIM,Washim,"Maa Ganga Memorial Baheti Hospital, Akola Naka, Washim ",444505,"07252 234343, 07252 235606",dr.narayandale@gmail.com,20.105396,77.143122
Shri Vasantrao Naik Blood Bank ,Maharashtra,YAVATMAL,Yavatmal,"Government Medical College and Hospital, Yavatmal",445001,07232 242456,"deanvngmc@rediffmail.com, bloodbankvngmc@gmail.com",20.39524,78.118668
Laxmi Blood Bank,Maharashtra,YAVATMAL,Yavatmal,"Chiddarwar Hospital, Motinagar, Pusad, Yavatmal",445204,"07233 246775, 07233 246535, 07233 246535    ",,19.906603,77.567708
Satyashanti Blood Bank,Maharashtra,YAVATMAL,Yavatmal,"2nd Floor, Satyashanti Hospital, Opposite to Bus Stand, Pusad",445204,"07233 248095, 07233 246095 ",satyashanti@rediffmail.com,19.910776,77.569957
Aishwarya Blood Bank,Maharashtra,YAVATMAL,Yavatmal,"Survey No.3/2, Godhani Road, Gurunanak Nagar, Near Amolakshand College, Mouza, Umarsara, Yavatmal",445001,"07232 252500, 07232 242340         ",bhongade@nagpur.dot.net.in ,20.389322,78.118544
Shri Gajanan Blood Bank And Components,Maharashtra,YAVATMAL,Yavatmal,"Property No: 71, Road No.9, 2nd Floor, Bajaj Satkar Bhavan, Yavatmal (m.s) ",444001,07232 242985,,20.418283,78.12953
Ekneel Blood Bank,Maharashtra,YAVATMAL,Yavatmal,"Near City Centre, Datta Chowk",445001,07232 250111,ekneelbloodbank@rediffmail.com,20.389322,78.118544
District Hospital Blood Bank ,Manipur,CHURACHANDPUR,Churachandpur ,"Churachandpur District Hospital, IB Road, Hiangtam Lamka",795128,387423396,paulunmang@gmail.com,24.343447,93.692909
JNIMS Hospital Blood Bank and Transfusion Unit ,Manipur,IMPHAL EAST,Porompat,"JNIMS Hospital, 
Ryang Palli Road, Near TV Road
Porompat, Imphal East",795005,"0385 2443142, 0385 2443144",surjitkonsam@gmail.com,24.811173,93.961697
Model Blood Bank - Department of IHBT,Manipur,IMPHAL WEST,Imphal,"RIIMS, Lamphalphelpat, Lamphel Road, Imphal",795004,0385 2411434,abarindras@yahoo.co.in,24.815898,93.922827
Shija Blood Bank and Transfusion Services   ,Manipur,IMPHAL WEST,Imphal,"Shija Hospital and Research Institute, Meitei Langol, Lamphelpat, Imphal",795004,0385 2055584,premjit@shijahospital.com,24.835805,93.914217
District Hospital Blood Bank and Transfusion Unit,Manipur,THOUBAL,Thoubal,"District Hospital, Khangbok, Maning Leikai, Manipur",795138,0384 8222214,bloodbankdhthoubal@gmail.com,24.624975,94.013034
Military Hospital Blood Bank,Meghalaya,EAST KHASI HILLS,Shillong,"Military Hospital, Rilbong, Shillong",793004,"0364 2224300, 0364 2224302",sushmamanral@gmail.com,25.571624,91.873071
Nazareth Hospital Blood Bank ,Meghalaya,EAST KHASI HILLS,Shillong ,"Nazareth Hospital, Laitumkhrah, Shillong ",793003,0364 2224052,hdkpath@rediffmail.com,25.571321,91.897913
" Regional Blood Bank, East Khasi Hills - Pasteur Institute",Meghalaya,EAST KHASI HILLS,Shillong,"Pasteur Institute, Pasteur Hill, Lawmali",793001,0364 2591629,pasteurinstitute1915@gmail.com,25.583606,91.884132
North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences Blood Bank,Meghalaya,EAST KHASI HILLS,Shillong,"North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences , Mawdiangdiang, Shillong",793018,0364 2538063,evarisalinmarbaniang@yahoo.com,25.591485,91.940381
Dr. H. Gordon Roberts Hospital Blood Bank,Meghalaya,EAST KHASI HILLS,Shillong,"Jaiaw, Shillong                               ",793002,0364 2545826,hgrhbloodbank@gmail.com,25.584829,91.875283
Tura Civil Hospital Blood Bank,Meghalaya,WEST GARO HILLS,Tura,"Tura Civil Hospital, Dermile, Near Dermile Fuel Station
",794001,03651 232043,bb_tch@yahoo.in,25.514811,90.203482
Jowai Civil Hospital Blood Bank   ,Meghalaya,WEST JAINTIA HILLS,Jowai,"Jowai Civil Hospital, Durlong
Opp. Lower Primary School Panaliar,
Panaliar Towai",793150,03652 20735,khbloodbank@gmail.com,25.438521,92.199331
Civil Hospital Blood Bank Aizawl,Mizoram,AIZAWL,Aizawl,"Block -B , Civil Hospital,
Near Millenium Centre,Aizawl
",796001,0389 2341617,lthanzuali@yahoo.co.in,23.732287,92.716561
Synod Hospital Blood Bank Durtlang,Mizoram,AIZAWL,Aizawl,"Blood Bank, Synod Hospital, Durtlang",796025,0389 2361222,synodhospital@gmail.com,23.772714,92.731326
District Hospital Blood Bank Champhai,Mizoram,CHAMPHAI,Champhai,"District Hospital, Champhai
Vengsang Champhai
Near BSNL office Champhai",796321,03831 234926,janetzr@gmail.com,23.48105,93.3097
District Hospital Blood Bank Kolasib,Mizoram,KOLASIB,Kolasib,"Blood Bank, District Hospital, Kolasib
Venglai, Kolasib, Hospital Road",796081,03837 221930,kolasibbb@gmail.com,24.231419,92.676799
District Hospital Blood Bank Lawngtlai,Mizoram,LAWNGTLAI,Lawngtlai,"District Hospital, Electric veng, Near CMO office, Lawngtlai",796891,03835 232210,Vhhmar27@gmail.com,22.536684,92.888179
Civil Hospital Blood Bank,Mizoram,LUNGLEI,Lunglei,"Civil Hospital, Chanmari-2 Lunglei",796701,0372 2324555,zovajoigte@gmail.com,22.886385,92.744135
Christian Hospital Blood Bank Serkawn,Mizoram,LUNGLEI,Serkawn,"Christian Hospital, Serkawn",796891,0372 2342268,ztsailo@gmail.com,22.90691,92.758415
District Hospital Blood Bank Mamit,Mizoram,MAMIT,Mamit,"Blood Bank, District Hospital,Lungsir, Mamit",796441,0389 2565655,drzothani@gmail.com,23.909365,92.494861
Civil Hospital Blood Bank Saiha,Mizoram,SAIHA,Saiha,"District Hospital, New Saiha West, Saiha",796901,03835 222388,siahabb@gmail.com,22.488391,92.982668
"J N Hospital Blood Bank,Serchhip",Mizoram,SERCHHIP,Serchhip,"Blood Bank, District Hospital, Serchhip",796181,03838 226184,drmariavlrs@gmail.com,23.307946,92.856366
District Hospital Blood Bank,Nagaland,DIMAPUR,Dimapur,"District Hospital Colony, Dimapur",797112,,drtemsu@yahoo.com,25.905078,93.731607
Military Hospital Blood Bank,Nagaland,DIMAPUR,Dimapur,"Army Supply Road, Signal Bosti, Dimapur",797112,,kunal6000@yahoo.com,,
Christian Institute of Health Sciences and Research Blood Bank,Nagaland,DIMAPUR,Dimapur,"Christian Institute of Health Sciences & Research, 
4th Mile, P.B. 31, P.O. ARTC, Dimapur",797115,,akhon_gaikhon@yahoo.co.in,25.865482,93.771446
Naga Hospital Authority Blood Bank,Nagaland,KOHIMA,Kohima,"Naga Hospital, NH 39, AH1, Kohima",797001,,bloodbanknhak15@gmail.com,25.669384,94.095902
General Hospital Blood Bank,Nagaland,KOHIMA,Kohima,"General Hospital, Kohima",797112,,sameerr979@gmail.com,25.596486,94.12323
Dr. Imkongliba Memorial District Hospital Blood Bank,Nagaland,MOKOKCHUNG,Mokokchung,"Dr. Imkongliba memorial District Hospital, Majakong Ward, Mokukchung",798601,,drchubala@gmail.com,26.318678,94.52071
District Hospital Blood Bank,Nagaland,MON,Mon ,"Mon Civil Hospital, Tuensang-Mon Naginimora Road
Blood Bank",798621,,yanang@yahoo.co,26.716467,95.02633
District Hospital Blood Bank,Nagaland,PHEK,Phek,"District Hospital, Bethany 1 Colony, Phek town",797108,,,25.710067,94.464482
District Hospital Blood Bank,Nagaland,TUENSANG,Tuensang,"Civil Hospital, Tuensang-Mon-Naginimora Road, Nagaland
Blood Bank",798612,,tooshiachang@gmail.com,26.253444,94.817879
District Hospital Blood Bank,Nagaland,WOKHA,Wokha,"Wokha Civil Hospital, Wokha, Near NH 61",797111,,,26.079008,94.259206
District Hospital Blood Bank,Nagaland,ZUNHEBOTO,Zunheboto,"District Hospital, South Point East, Near Sheipu, Zunhebeto
Blood Bank",798620,,achumimughalu@yahoo.in,26.002962,94.523584
"Odisha Red Cross Blood Bank, Angul",Odisha,ANGUL,Angul,"District Head Quarter Hospital, Angul
",759122,06764 230880,bbangul@rediffmail.com,20.9211366,84.8567932
"Odisha Red Cross Blood Bank, SDH, Athamallik",Odisha,ANGUL,Athamallik,"Sub Divisional Hospital Athamallik, Badadamdasahi, Athamallik",759125,06763 254213,bbathamallik@gmail.com,21.20617844,84.93461609
Nalco Hospital Blood Bank,Odisha,ANGUL,N/A,"National Aluminium Company Ltd, Nalco Nagra, Angul",759145,,,20.850763,85.152407
Sub Divisional Hospital Talcher,Odisha,ANGUL,Talcher,"Sub-Divisional Hospital, Talcher, Angul",759107,06760 242020,,20.946461,85.240965
Neheru Satabdi (N.S) Central Hospital Blood Bank,Odisha,ANGUL,Talcher,"Neheru Shatabdi Hospital, MCL, AT/PO - Dera, Talcher",759103,06760 267118,icpathonschter.mcl@gmail.com,20.931088,85.173211
"Odisha Red Cross Blood Bank, Balangir",Odisha,BALANGIR,Balangir,"District Head Quarters Hospital Campus, Balangir
",767001,6652230646,redcrossbloodbank.bgr@gmail.com,20.707443,83.494856
"Biju Padhnaik Red Cross Blood Bank, CHC Kantabanji",Odisha,BALANGIR,Kantabanji,"Road No: 1, CHC Kantabanji , Balangir, Odisha",767039,06657 220464,bbokantabanji@gmail.com,20.468944,82.914898
"Odisha Red Cross Blood Bank, Patnagarh",Odisha,BALANGIR,Patnagarh,"Sub Divisional Hospital Blood Bank Patnagarh , At/Po/Ps- Patnagarh",767025,06658 222161,bbpatnagarh@gmail.com,20.708494,83.129548
"Odisha Red Cross Blood Bank, SDH, Titlagarh                    ",Odisha,BALANGIR,Titlagarh,"Sub-Divisional Hospital,Titlagarh, At/Po/Ps- Titlagarh,  Balangir",767033,06655 220318,bloodbanktitlagarh@gmail.com,20.2894944,83.1516406
"Odisha Red Cross Blood Bank, Balasore",Odisha,Balasore,Balasore,"District Head Quarters Hospital, Baleshwar",756001,06782 241496,bloodbank.baleshwar@yahoo.in,21.493347,86.935961
Jyoti Hospital Blood Bank,Odisha,Balasore,Kuruda,"Kuruda, Balasore",756056,"06782 256375, 06782 256376","jyothihospital1999@rediffmail.com, frthomaspaul@rediffmail.com",21.471497,86.891335
"Odisha Red Cross Blood Bank, Nilagiri",Odisha,Balasore,Nilagiri,"Sud Divisional Hospital,  Nilagiri, At/Po/Ps-Nilagiri",756040,06782-233237,,21.463441,86.775551
"Odisha Red Cross Blood Bank, Baragarh",Odisha,BARGARH,Bargarh,"Distict Head Quarter Hospital, Bargarh",768028,06646 234104,bbbaragarh@gmail.com,21.335042,83.616202
"Catholic Mission Hospital Blood Bank, Bargarh",Odisha,BARGARH,Bargarh,"Bargarh-Bheden Rd, Tora, Ruhunia",768040,06646 230203,,21.331385,83.608727
"Odisha Red Cross Blood Bank, SDH, Padampur",Odisha,BARGARH,Padampur,"At-Padampur, Po-Rajborasambar,",768036,06638 223490,jadumanisahu799@yahoo.com,20.999564,83.060982
"Odisha Red Cross Blood Bank, Bhadrak ",Odisha,BHADRAK,Bhadrak,"District Head Quarter Hospital, Bhadrak",756100,06784 251817,bbbhadrak@gmail.com,21.065246,86.502463
"Odisha Red Cross Blood Bank, Boudh ",Odisha,BOUDH,Boudh,"District Head Quarters Hospital, NH 224, Boudh",762014,06841 222202,orcbbboudh@gmail.com,20.840309,84.321603
"Central Red Cross Blood Bank, Cuttack",Odisha,CUTTACK,Cuttack,"Mangalabag, Medical Road, Cuttack",753007,0671 2302258,crccbb.ctc@gmail.com,20.474804,85.888633
Shrirama Chandra Bhanj (SCB) Medical College Blood Bank,Odisha,CUTTACK,Cuttack,"Dock Road, Manglabag",753007,0671-2424202,hod.transmed.scb@gmail.com,20.473658,85.892097
"Odisha Red Cross Blood Bank, Deogarh",Odisha,DEOGARH,Deogarh,"District Head Quarters Hospital, Deogarh
",768108,06641 226182,bbdeogarh@gmail.com,21.534301,84.729719
"Odisha Red Cross Blood Bank, Dhenkanal",Odisha,DHENKANAL,Dhenkanal,District Head Quarters Hospital,759001,06762 221388,rbbdhenkanal@gmail.com,20.663314,85.597065
"Odisha Red Cross Blood, Paralakhemundi",Odisha,GAJAPATI,Gajapai,"District Hospital, Paralakhemundi,Gajapati",761200,"06815 222467, 06815 222787",bbgajapati@gmail.com,18.771476,84.096865
Maharaja Krishna Chandra Gajapati Medical College Blood bank,Odisha,GANJAM,Berhampur,"National Highway 59, Berhampur, Ganjam",760004,0680 2292534,bbmkcgmch@gmail.com,19.312434,84.810241
"Odisha Red Cross Blood Bank, SDH, Bhanjanagar",Odisha,GANJAM,Bhanjanagar,Sub Divisional Hospital Bhanjanagar,761126,06821 240133,rcbbbhanjanagar@gmail.com,19.93655984,84.57996368
"Odisha Red Cross Blood Bank, Jagatsinghpur",Odisha,Jagatsinghpur,Jagatsinghpur,"District Head Quarters Hospital, Jagatsinghpur",754103,06724 221808,bbojsp@gmail.com,20.251662,86.179783
"Odisha Red Cross Blood Bank, Jajpur",Odisha,JAJPUR,Jaipur,"District Head Quarters Hospital, Jajpur",755001,06728 225177,rcbb.jajpur01@gmail.com,20.849463,86.328963
"Odisha Red Cross Blood Bank, CHC Jajpur road",Odisha,JAJPUR,Jaipur Road,CHC Jajpur Road,755019,06726  224957,bbjajpurroad@gmail.com,20.948487,20.948487
"Odisha Red Cross Blood Bank, Jharsuguda",Odisha,JHARSUGUDA,Jharsuguda,"District Head Quarter Hospital, Near Hanuman Mandir, ",768201,06645 272180,bbjharsuguda@gmail.com,21.853817,84.017235
"TRL Hospital, Belpahada",Odisha,JHARSUGUDA,N/A,"TRL Hospital, Belpahar, Jharsuguda, Odisha ",768218,06645 258411,,21.8138695,83.8530636
"Central Hospital (MCL), Brajaraj Nagar",Odisha,JHARSUGUDA,N/A,"Blood Bank, Central Hospital (MCL),Brajaraj Nagar, Jharsuguda",768216,06760 269382,,21.8479363,83.9174688
District Head Quarters Hospital Blood Bank Bhawanipatna,Odisha,KALAHANDI,Bhawanipatna,"Hospital Road, SH 44,",766001,06670 234952,bbbhawanipatna@gmail.com,19.901936,83.159977
"Odisha Red Cross Blood Bank, SDH, Dharmagarh",Odisha,KALAHANDI,Dharmagarh,"Sub-Divisional Hospital, At/Po- Dharmagarh",766015,6672242077,,19.869351,82.781124
Sardar Rajas Medical College Hospital Blood Bank,Odisha,KALAHANDI,N/A,"Blood Bank, Sardar Rajas MCH, Bhawaniptna",766001,06670 226701,,19.890621,83.014694
"Odisha Red Cross Blood Bank, SDH, Baliguda",Odisha,KANDHAMAL,Baliguda,"Sub-Divisional Hospital, Near SBI, Balliguda",762103,6846243195,orcbloodbank.sdhballiguda@gmail.com,20.200309,83.909889
"Odisha Red Cross Blood Bank, Kandhamal",Odisha,KANDHAMAL,Phulbani ,"District Head Quarter Hospital Phulbani, Kandhamal",762001,06842 253006,orcbloodbank.phulbani@gmail.com,20.485796,84.224718
District Head Quarters Hospital Blood Bank Kendrapara,Odisha,KENDRAPARA,N/A,"District Head Quarters Hospital Blood Bank, Kendrapara",754211,06727 233334,,20.502151,86.425929
"Odisha Red Cross Blood Bank, SDH, Anandapur",Odisha,KENDUJHAR,Anandapur,"Sub Divisional Hospital, Anandapur, Ghasipura",758015,06731 221467,bbanandapur@gmail.com,21.628282,85.596419
"Odisha Red Cross Blood Bank, SDH, Champua",Odisha,KENDUJHAR,Champua NAC,"Sub Divisional Hospital Champua, At/-SDH, Champua",758041,06767 240898,orcbbchampua@gmail.com,21.6293658,85.5978164
"Tisco Hospital Blood Bank, Kendujhar",Odisha,KENDUJHAR,Joda,"Tisco Hospital, Joda, Kendujhar",758034,06767 272010,,22.018667,85.418371
" Odisha Red Cross Blood Bank, Kendujhar",Odisha,KENDUJHAR,Kendujhar,"District  Head Quarter Hospital,Kendujhar",758001,06766 254380,orcbloodbankkjr@gmail.com,21.628282,85.596419
Central Hospital Blood Bank Joda,Odisha,KENDUJHAR,N/A,"Blood Bank,Central  Hospital, Joda, Keonjhar",758034,06767 272231,,22.036011,85.434191
"Odisha Red Cross Blood Bank, Capital Hospital ",Odisha,KHORDHA,Bhubaneswar,"Capital Hospital, Udyan Marg, Unit-6, Ganga Nagar",751001,0674 2394985,bbbbsrchb@gmail.com,20.260999,85.82211
"Odisha Red Cross Blood Bank, Bhubaneshwar Municipal Hospital",Odisha,KHORDHA,Bhubaneswar,"OldTown, Samantarapur
",751002,0674 2591206,redcrossbloodbank.bmc2011@gmail.com,20.230822,85.841899
Kalinga Hospital Limited Blood Bank,Odisha,KHORDHA,Bhubaneswar,"Kalinga Hospital, Chandrasekharpur, Bhubaneswar",751023,"0674 2300570,  Extn.322",,20.313722,85.818325
"Apollo Hospital Blood Bank, Bhubaneswar",Odisha,KHORDHA,Bhubaneswar,"Plot No. 251, Old Sainik School Road, Bhubaneswar, Opposite to Vanibihar",751015,"0674 7150454, 06746661016",drsatish_m@apollohospitals.com,20.305593,85.831789
Hi-Tech Medical College & Hospital Blood Bank,Odisha,KHORDHA,Bhubaneswar,"Pandra,Rasulgarh,Bhubaneshwar",751025,"06743094253, 0674 2371217",bloodbankhitech@gmail.com,20.300484,85.877272
Sum Hospital Blood Bank,Odisha,KHORDHA,Bhubaneswar,"K-8, Kalinga Nagar ",751003,"06746098855, 0674 2386281",bloodbanksumhospital768@gmail.com,20.283391,85.769625
Kalinga Institute of Medical Sciences (KIMS) Blood Bank,Odisha,KHORDHA,Bhubaneswar,"NALCO Nagar, Chandrasekharpur",751023,"0674-2300570 (Ext-322), 0674 2725472",bloodbank@kalingahospital.com,20.353379,85.814853
AMRI Hospital Blood Bank,Odisha,KHORDHA,Bhubaneswar,"Plot No. 1, Near Jayadev Vatika Park, Khandagiri, ",751030,0674 6666600,amri.bhu@amrihospitala.in,20.260166,85.777769
"Odisha Red Cross Blood Bank, Khurda",Odisha,KHORDHA,Khordha,"District Head Quarter Hospital, CDMO Campus, At/Po/Dt-Khordha
",752055,06755 223978,rcbbkhurda@gmail.com,20.0553881,84.9466673
NALCO Hospital Blood Bank,Odisha,KORAPUT,Damanjodi,"Sector 3, Damanjodi",764020,06852 254515,,18.760347,82.9011261
"Red Cross Blood Bank, SDH, Koraputk",Odisha,KORAPUT,Jeypore,"Sub Divisional Hospital, Sardar Patel Marg",764001,06854 233600,bloodbankjeypore@gmail.com,18.863146,82.572509
"Odisha Red Cross Blood Bank, Koraput",Odisha,KORAPUT,Koraput,"District Head Quarter Hospital, Janiguda",764020,06852 252101,bloodbankkoraput@gmail.com,18.805606,82.705017
Asha Kiran Society Blood Bank,Odisha,KORAPUT,Lamtaput,"Lamtaput, Koraput",764081,06868 272213,hospital@ashakiran.in,18.599153,82.601739
HAL Hospital Blood Bank,Odisha,KORAPUT,Sunabeda,"Sunabeda, Koraput",763002,"06853 220234, 06583 220572",halhospitalbloodbank@yahoo.com,18.729641,82.8215279
